ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2025;17834;DISEÑO, LICENCIATURA EN DISEÑO;UNIVERSIDAD AUSTRAL DE CHILE;ARTE Y ARQUITECTURA;45;55;1;535;62.65;490.5;520.9;548.75;595.95;595.5;632.25;672.6;756.5
2025;17835;DERECHO, LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES;UNIVERSIDAD AUSTRAL DE CHILE;DERECHO;45;65;1;614;82.37;518;577.8;608.5;670.61;652.5;736.5;776.1;851
2025;17836;CREACIÓN AUDIOVISUAL, LICENCIATURA EN CREACIÓN AUDIOVISUAL;UNIVERSIDAD AUSTRAL DE CHILE;ARTE Y ARQUITECTURA;30;42;1;523;77.87;495;523.15;589.12;636.58;638.25;692.5;736.6;804.5
2025;17837;ARQUEOLOGÍA, LICENCIATURA EN ARQUEOLOGÍA;UNIVERSIDAD AUSTRAL DE CHILE;CIENCIAS SOCIALES;40;32;0;509.5;96.37;485.5;519.55;555.25;636.72;620.5;722.75;755.2;835
2025;17838;ADMINISTRACIÓN PÚBLICA, LICENCIATURA EN ADMINISTRACIÓN PÚBLICA Y CIENCIAS POLÍTICAS;UNIVERSIDAD AUSTRAL DE CHILE;CIENCIAS SOCIALES;55;74;1;536;72.35;487;531.1;570.75;616;607.75;647.62;732.4;824
2025;17839;INGENIERÍA AMBIENTAL, LICENCIATURA EN CIENCIAS AMBIENTALES;UNIVERSIDAD AUSTRAL DE CHILE;TECNOLOGÍA;35;17;0;519.5;131.09;519.5;557;612.5;695.53;670;793.5;872.3;937.5
2025;17840;PEDAGOGÍA EN EDUCACIÓN PARVULARIA, LICENCIATURA EN EDUCACIÓN;UNIVERSIDAD AUSTRAL DE CHILE;EDUCACIÓN;30;30;1;507.5;46.5;505;511.8;536;561.88;553;574.75;616.35;726.5
2025;17841;TRABAJO SOCIAL, LICENCIATURA EN TRABAJO SOCIAL;UNIVERSIDAD AUSTRAL DE CHILE;CIENCIAS SOCIALES;40;24;0;491;67.67;485;490.5;502.12;557.79;545.75;600.12;625.1;766.5
2025;17842;PEDAGOGÍA EN EDUCACIÓN PARVULARIA, LICENCIATURA EN EDUCACIÓN;UNIVERSIDAD AUSTRAL DE CHILE;EDUCACIÓN;42;57;1;508.5;58;469.5;505.9;518;559.83;547.5;585;628.9;807.5
2025;17843;QUÍMICA;UNIVERSIDAD AUSTRAL DE CHILE;CIENCIAS BÁSICAS;20;28;1;518.5;63.77;518.5;537.7;588;627.55;612;669.88;717.65;743
2025;17844;BIOLOGÍA;UNIVERSIDAD AUSTRAL DE CHILE;CIENCIAS BÁSICAS;50;61;1;566;91.34;506;546.5;573;644.39;625.5;693.5;765.5;907
2025;18039;PERIODISMO;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS SOCIALES;35;50;1;549.5;79.26;459;477.95;498.5;563.11;540.75;616.38;667.65;750.5
2025;18040;ARQUITECTURA;UNIVERSIDAD CATOLICA DEL NORTE;ARTE Y ARQUITECTURA;72;97;1;664;91.78;473.5;538.9;576.5;646.92;643.5;701.5;756.5;882.5
2025;18041;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;15;12;0;592.5;56.13;487.5;503.95;530.5;570.12;561.25;619;634.45;658
2025;18046;INGENIERIA COMERCIAL;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;115;145;1;682.5;84.71;466.5;537.5;575;641.72;640;691;757;885
2025;18054;GEOLOGIA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;55;65;1;647.5;89.17;539.5;601.1;661.5;716.55;713;781;820.5;907
2025;18055;INGENIERÍA CIVIL PLAN COMÚN;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;35;50;1;612.5;94.09;506.5;537.5;561.5;643.82;626;698.38;794.45;849
2025;18056;CONTADOR AUDITOR - CONTADOR PUBLICO (DIURNO);UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;30;48;1;557;88;463;486.75;516.88;593.29;587.25;656.88;716.45;776.5
2025;18057;INGENIERIA EN COMPUTACION E INFORMATICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;45;64;1;552;90.41;465;531.05;548.62;612.75;600.75;652.88;702.05;911
2025;18058;INGENIERIA EN METALURGIA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;15;26;1;502;94.05;470.5;491.75;542;600.06;581;667.12;734.5;822.5
2025;18060;DERECHO;UNIVERSIDAD CATOLICA DEL NORTE;DERECHO;115;125;1;658.5;75.24;454;553.7;592.5;644.7;642.5;682.5;735.1;857.5
2025;18061;PSICOLOGIA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS SOCIALES;60;70;1;718.5;87.18;489.5;579.5;630;688.11;690.5;750.75;790.35;916
2025;18062;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;90;105;1;689;67.3;584;675.2;714.5;758.47;753.5;816;845.8;900
2025;18063;QUIMICA Y FARMACIA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;60;65;1;654;72.81;512;619.5;647;702.62;696;768;798.9;840.5
2025;18064;LICENCIATURA EN FISICA CON MENCION EN ASTRONOMIA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;30;43;1;610;85.88;508;577.6;613.25;680.1;681.5;720.5;806.8;907.5
2025;18065;INGENIERIA CIVIL AMBIENTAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;25;31;1;493.5;90.68;465.5;487;521.25;589.76;574.5;659.75;690;810.5
2025;18066;PEDAGOGIA EN INGLES;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;50;70;1;573;75.9;421;525.8;556.62;610.36;599.75;667;689.35;848.5
2025;18067;INGENIERIA CIVIL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;40;67;1;482;94.13;460;532.1;595.5;651.81;635;718;775.6;861.5
2025;18068;INGENIERIA CIVIL EN COMPUTACION E INFORMATICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;102;127;1;529;101.34;460;537.2;592.25;665.51;654.5;739.5;800.3;902
2025;18069;INGENIERIA CIVIL METALURGICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;55;80;1;549;99.44;457.5;522.5;580.5;642.13;639.5;712.5;768.5;876.5
2025;18070;INGENIERIA CIVIL QUIMICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;26;41;1;502;98.43;502;559;644;699.72;697;747;831.5;942.5
2025;18071;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;35;55;1;556.5;105.61;470.5;510.3;539.5;618.73;592.5;655.5;777.1;925
2025;18072;INGENIERIA CIVIL DE MINAS;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;62;93;1;685;80.03;502;603.4;639.5;695.6;688.5;748.5;803.8;893.5
2025;18073;PEDAGOGIA EN EDUCACION BASICA CON ESPECIALIZACION;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;25;40;1;510.5;71.12;477;535.5;553.88;606.91;590.25;656.75;699.75;767
2025;18074;LICENCIATURA EN MATEMÁTICA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;5;2;0;746;36.06;746;751.1;758.75;771.5;771.5;784.25;791.9;797
2025;18075;PEDAGOGIA EN MATEMATICA EN EDUCACION MEDIA;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;17;11;0;588.5;128.04;501.5;504;568.25;658.05;602;757.25;793.5;879.5
2025;18077;ANALISTA QUIMICO;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;10;15;1;578;96.2;474;483.8;545.25;587.9;570;604.5;699.5;838
2025;18079;QUIMICA INDUSTRIAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;10;13;1;654;73.38;462;488;527;571.12;555.5;625.5;650.4;723.5
2025;18080;BIOLOGIA MARINA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;46;83;1;605.5;94.89;466.5;495.6;552;624.14;625;691.5;746.1;866
2025;18081;INGENIERIA EN ACUICULTURA;UNIVERSIDAD CATOLICA DEL NORTE;AGROPECUARIA;12;22;1;573.5;70.04;473.5;516.3;557.62;585.77;572.25;611.25;664.35;769
2025;18083;DERECHO;UNIVERSIDAD CATOLICA DEL NORTE;DERECHO;115;130;1;593.5;78.07;537.5;595.3;636.5;688.91;678.75;738.38;787.15;913
2025;18084;INGENIERIA COMERCIAL;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;115;145;1;646;79.62;506;555.3;606.5;661.64;659.5;715;761;874.5
2025;18085;PEDAGOGIA EN FILOSOFIA Y RELIGION;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;7;8;1;606.5;41.36;473.5;516.2;538.25;550.19;544.75;569;601.25;606.5
2025;18086;INGENIERIA EN PREVENCION DE RIESGOS Y MEDIOAMBIENTE;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;25;48;1;488;70.64;439;487.7;503.5;563.32;559.75;610;640.5;749.5
2025;18087;MEDICINA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;48;52;1;892.5;27.95;845.5;870.75;888.88;905.96;902.25;921.25;939.45;973
2025;18089;ENFERMERIA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;35;43;1;690;55.64;685;698.9;766;792.73;804.5;827.25;870.5;894
2025;18090;KINESIOLOGIA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;32;42;1;632.5;81.74;573;598.65;636.25;706.11;697.75;767.5;826.4;869
2025;18091;NUTRICION Y DIETETICA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;32;44;1;599;68.96;498.5;583.25;620.12;661.34;657.75;690.75;751.6;898
2025;18092;INGENIERIA CIVIL EN COMPUTACION E INFORMATICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;100;114;1;601.5;80.51;556.5;626.15;673.12;730.21;724;787.88;840.45;938
2025;18093;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;128;141;1;730.5;67.15;610;695;729.5;776.05;778;822.5;862.5;925
2025;18094;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;75;95;1;675;91.8;458;494.5;562.5;624.56;616.5;688.25;754.3;867
2025;18095;INGENIERIA EN TECNOLOGIAS DE INFORMACION;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;48;60;1;463;106.59;463;512.5;551.88;631.17;603.75;695.88;799.85;870.5
2025;18096;PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;40;58;1;581.5;78.72;431;477.85;519.62;577.28;584.5;624.5;691.75;728
2025;18200;INGENIERÍA CIVIL EN CONSTRUCCIÓN;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;12;24;1;602;79.45;485;527.2;549.62;603.33;598.75;631.75;675.3;812.5
2025;18201;PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;30;42;1;645;54.22;478;512.2;529.25;573.11;572.75;617.38;640.4;692
2025;18202;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;30;47;1;543.5;66.07;402;503.6;525.25;566.1;549.5;623;645;734
2025;18203;INGENIERÍA CIVIL ELECTRÓNICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;47;57;1;554;100.62;495;541.2;592.5;668.4;647.5;757.5;805.2;873.5
2025;18204;INGENIERÍA CIVIL EN ENERGÍA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;38;41;1;494.5;79.82;489;526.5;551.5;623.06;625.5;691.5;721.5;785
2025;19003;PEDAGOGÍA EN HISTORIA Y CIENCIAS SOCIALES;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;50;26;0;530.5;100.59;397.5;511.25;531.25;582.94;557;590.25;714.25;900
2025;19004;INGENIERÍA EN INFORMÁTICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;40;50;1;583;83.66;473.5;528.75;570.25;634.02;632.25;700.62;735.1;817
2025;19005;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;50;26;0;498;78.14;463;501;546.62;596.58;580.75;623.88;708.75;766.5
2025;19009;PEDAGOGÍA EN LENGUA Y LITERATURA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;45;14;0;599.5;58.56;459.5;476.55;503.12;541.32;527.25;591.88;620.55;645
2025;19010;PEDAGOGÍA EN FILOSOFÍA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;20;6;0;553.5;104.59;515.5;534.5;563.88;627.67;609;656;739.5;812
2025;19012;SOCIOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;75;41;0;518;91.91;462.5;528;578;629.24;618.5;648.5;755.5;951.5
2025;19015;PEDAGOGÍA EN MÚSICA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;40;42;1;565;74.43;388;525.05;536.38;586.3;578;627.38;682.95;728
2025;19017;INGENIERÍA CIVIL - PLAN COMÚN;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;55;1;567;84.06;500;539.5;568;635.79;633.5;681.5;762;879.5
2025;19018;INGENIERÍA CIVIL AMBIENTAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;35;19;0;610;84.7;526;533.9;567.5;628.37;610;684.5;762.3;786.5
2025;19019;INGENIERÍA CIVIL MATEMÁTICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;15;13;0;579;86.94;494.5;582.6;645.5;681.23;677;738;771.5;797.5
2025;19020;ARQUITECTURA;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;130;150;1;551.5;68.64;515.5;568.65;596.12;648.19;644.75;693.62;735.1;827.5
2025;19021;INGENIERÍA CIVIL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;60;1;569;59.77;505;561.3;574.88;617.84;606.75;648.25;681.15;874.5
2025;19022;DISEÑO;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;75;102;1;485;84.31;458;480.55;507;569.95;548;626.75;687.85;847
2025;19024;CINE;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;40;72;1;490;81.01;478;510.05;538.25;606.13;600.75;664;711.35;852
2025;19026;INGENIERÍA EN CONSTRUCCIÓN;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;48;0;524.5;79.31;478;487.2;513;570.49;549;594.25;686.4;801.5
2025;19027;GESTIÓN EN TURISMO Y CULTURA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;40;35;0;520.5;59.28;463;483.6;525.75;564.86;562;605.75;647.2;678
2025;19028;TEATRO;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;25;40;1;488.5;77.68;473.5;506.55;550.12;605.2;603.75;656.25;705;765
2025;19030;DERECHO;UNIVERSIDAD DE VALPARAISO;DERECHO;150;200;1;656;57.34;563.5;633.95;665.5;708.36;708.5;747.12;781;886.5
2025;19031;TRABAJO SOCIAL;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;78;93;1;521.5;71.53;462;493.2;515.5;566.46;543;600.5;686.5;774
2025;19036;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE VALPARAISO;SALUD;35;40;1;651;49.03;632;653.7;670;705.19;694.75;718.75;764.7;851
2025;19037;EDUCACIÓN PARVULARIA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;35;65;1;624.5;62.14;368.5;487.8;523;558.87;557;601.5;628.5;732.5
2025;19039;MEDICINA;UNIVERSIDAD DE VALPARAISO;SALUD;50;56;1;881;24.62;837;863;875;889.96;886.25;904;922.25;952
2025;19040;MEDICINA;UNIVERSIDAD DE VALPARAISO;SALUD;74;80;1;888.5;22.55;873;885.55;901.38;916.44;917.75;929.75;944.25;973
2025;19041;ENFERMERÍA;UNIVERSIDAD DE VALPARAISO;SALUD;85;110;1;659;59.15;624.5;675.5;705;747.42;739.25;790.12;830;886
2025;19042;ENFERMERÍA;UNIVERSIDAD DE VALPARAISO;SALUD;50;70;1;556;60.35;553.5;625.7;655;694.58;686.25;724.62;776.2;831.5
2025;19043;KINESIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;80;100;1;778.5;64.64;576;614.9;645.5;686.58;674.75;729.75;778.6;886.5
2025;19044;FONOAUDIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;45;50;1;550.5;52.72;486;498.3;532.5;575.47;579.25;613.38;642.7;689
2025;19045;PSICOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;100;130;1;644;57.89;588.5;652.45;682.88;724.5;726.75;755.62;801.55;900
2025;19046;FONOAUDIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;50;55;1;652.5;63.93;495;543.4;585.25;624.02;614;652.75;722.5;795
2025;19047;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE VALPARAISO;SALUD;75;83;1;693;51.24;682;702.4;732.5;766.07;757;797.25;829.7;932
2025;19048;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE VALPARAISO;SALUD;50;58;1;524.5;67.71;524.5;569.25;619;656.47;650.75;693.5;724.4;844
2025;19049;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE VALPARAISO;SALUD;70;78;1;637;77.42;603;629.7;682;736.44;733.25;799.25;833.65;898
2025;19050;ODONTOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;72;92;1;691.5;54.06;652.5;710.15;735.88;772.77;763.25;808.62;854.9;893.5
2025;19052;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;110;150;1;620;73.41;498.5;585.15;620.38;674.96;673;724.12;773.3;877.5
2025;19060;INGENIERÍA COMERCIAL;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;150;220;1;563.5;75.68;460;502.45;556.75;612.89;615.5;661;709;855.5
2025;19062;AUDITORÍA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;70;83;1;478;72.06;459;494.5;535.75;580.67;572.5;606;693.3;775.5
2025;19068;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;85;100;1;488;83.5;458;487.85;516.88;582.75;567.5;632.88;712.85;828.5
2025;19074;INGENIERÍA AMBIENTAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;45;21;0;491;92.78;472;491;525.5;594.9;576.5;659.5;686;835
2025;19075;LICENCIATURA EN CIENCIAS MENCION EN BIOLOGÍA O EN QUIMICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;34;1;526.5;101.14;466.5;521.4;538.75;625.54;585.75;717.5;773.6;835.5
2025;19076;INGENIERÍA CIVIL BIOMÉDICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;70;85;1;506;98.95;452.5;534;579;646.95;635.5;719;765.8;876.5
2025;19078;LICENCIATURA EN FÍSICA MENCION ASTRONOMÍA O CIENCIAS ATMOSFÉRICAS O COMPUTACIÓN CIENTÍFICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;45;22;0;463;93.13;463;552.3;612.88;654.82;657.75;693.88;778.85;833.5
2025;19079;PEDAGOGÍA EN MATEMÁTICAS O LICENCIATURA EN MATEMÁTICAS;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;30;7;0;554;94.65;554;556.7;577;658.86;672;716;768.8;800
2025;19080;BIOLOGÍA MARINA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;55;67;1;630;81.74;550;598.3;638.25;705.96;710.5;770.75;799.5;898
2025;19081;INGENIERÍA CIVIL OCEÁNICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;23;9;0;466.5;66.85;466.5;488.1;494;559.94;567;600.5;625.4;677
2025;19083;INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;40;59;1;525.5;75.76;446.5;497.7;535.75;587.61;576.5;625.25;693;801
2025;19084;INGENIERÍA EN ESTADÍSTICA Y CIENCIA DE DATOS;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;20;0;526.5;95.92;498.5;532.8;544.75;615.55;578;675.62;725.15;845.5
2025;19085;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;75;110;1;567;67.12;494.5;560.85;593.12;640.05;648;683.12;714.65;835
2025;19086;ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;60;115;1;466.5;67.29;458.5;480;495.5;554.62;540.5;602.25;646;723.5
2025;19088;INGENIERÍA EN NEGOCIOS INTERNACIONALES;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;80;130;1;530;80.32;504;566.55;603.62;656.48;644.5;707;746.8;942.5
2025;19089;INGENIERÍA EN NEGOCIOS INTERNACIONALES;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;30;50;1;593;74.08;500.5;556.7;596.88;653.39;662.75;700.5;739.8;839.5
2025;19090;QUÍMICA Y FARMACIA;UNIVERSIDAD DE VALPARAISO;SALUD;70;100;1;667;59.66;667;740.95;763.12;802.63;792.5;840.12;878.65;965
2025;19091;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD DE VALPARAISO;SALUD;70;100;1;537.5;79.36;474.5;537.25;570;621.9;609.75;660.62;736.75;886
2025;19092;ECOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;15;0;474.5;105.27;474.5;492.4;532.25;620.73;628.5;669;751.1;831.5
2025;19093;AUDITORÍA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;30;26;0;658.5;84.09;474;498.25;522;593.19;589;651;681.5;827.5
2025;19094;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;70;90;1;549;85.74;473.5;542.3;583.5;647.53;647.25;714.12;749.15;820.5
2025;19095;INGENIERÍA COMERCIAL;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;60;85;1;492;81.52;432;493.2;532;592.91;589;654;696.8;808.5
2025;20007;PEDAGOGÍA EN ARTES VISUALES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;55;48;0;511.5;85.45;449;507.75;540.25;603.49;593.5;661.75;729.35;812.5
2025;20011;PEDAGOGÍA EN MÚSICA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;40;45;1;553.5;87.35;486.5;546.9;588.5;636.78;630;684;712.4;907.5
2025;20012;DIRECCIÓN DE AGRUPACIONES MUSICALES INSTRUMENTALES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;ARTE Y ARQUITECTURA;40;15;0;558.5;82.46;515;543.9;579.5;648.87;650.5;707.5;752.3;772.5
2025;20022;PEDAGOGÍA EN BIOLOGÍA CON MENCIÓN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;36;0;595;85.55;510;534.25;577.88;642.62;647.75;689;748;839.5
2025;20023;PEDAGOGÍA EN FÍSICA CON MENCIÓN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;8;0;445.5;124.6;445.5;530.2;641.88;681.88;695.75;782;800.3;811.5
2025;20024;PEDAGOGÍA EN MATEMÁTICA CON MENCIÓN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;90;37;0;571;91.46;486.5;574.3;600.5;683.62;692.5;753;771.5;923
2025;20025;PEDAGOGÍA EN QUÍMICA CON MENCIÓN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;16;0;522.5;86.05;513;525.25;552.5;609.38;580.25;667;694.5;835
2025;20050;PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIÓN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;100;114;1;595;85.04;413.5;509.45;540.25;592.67;579;625.88;719.85;846
2025;20052;PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD COM. Y LENGUAJE, EDUC. PERS. SORDAS O APRENDIZAJE;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;44;0;573.5;85.99;456.5;519.7;569.12;618.89;612.5;667;707.85;869
2025;20054;PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN PERSONAS CIEGAS Y RETOS MÚLTIPLES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;11;0;605;49.41;541.5;555.5;578.75;607;599.5;621.75;681;704
2025;20056;PEDAGOGÍA EN EDUCACIÓN FÍSICA, DEPORTES Y RECREACIÓN (DAMAS);UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;40;41;1;505;94.22;475.5;506;528.5;588.4;547.5;624.5;711.5;861.5
2025;20057;PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN DISCAPACIDAD MENTAL Y DESARROLLO COGNITIVO;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;57;1;549;90.51;441;499.2;532.5;604.71;598.5;660;742.8;802.5
2025;20061;PEDAGOGÍA EN EDUCACIÓN FÍSICA, DEPORTES Y RECREACIÓN (VARONES);UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;70;76;1;587.5;70.15;451;551.25;576.12;619.62;605.75;648;711;887
2025;20066;PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN INTEGRACIÓN CURRICULAR;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;66;1;602;67.32;436.5;501.5;535.12;580.42;579;613;661.5;774
