ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2025;11001;ARQUITECTURA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;205;235;1;733;48.48;685;742.5;771.75;806.5;808.5;839.25;868.5;928.5
2025;11003;ACTUACIÓN TEATRAL;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;23;23;1;681.5;93.04;549;600.6;633.25;703.61;692;761.5;834.7;920
2025;11004;DISEÑO TEATRAL;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;25;25;1;688.5;84.18;536;623.1;682.5;724.44;712.5;784;814.7;911.5
2025;11005;DISEÑO;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;115;135;1;727.5;69.47;599;650.7;681.5;733.97;724;778.5;829.6;968
2025;11011;ARTES VISUALES, LIC. EN ARTES CON MENCIÓN EN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;90;97;1;641;68.65;570.5;622.8;649.5;700.16;695;742.5;790.2;920
2025;11016;TEORÍA E HISTORIA DEL ARTE, LIC. EN ARTES CON MENCIÓN EN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;40;40;1;539.5;74.5;512;560.65;600.12;648.81;648.25;692.12;745;809
2025;11017;TEORÍA DE LA MÚSICA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;20;23;1;698.5;61.75;650;677.8;700;747.78;734;795.75;830.9;850.5
2025;11020;INGENIERÍA AGRONÓMICA;UNIVERSIDAD DE CHILE;AGROPECUARIA;130;190;1;776;89.28;440.5;552.9;592.75;661.69;658.5;720.38;787.65;893.5
2025;11021;INGENIERÍA FORESTAL;UNIVERSIDAD DE CHILE;AGROPECUARIA;80;117;1;540;97.9;456;532;569.5;644.91;642.5;694.5;768.6;898
2025;11022;MEDICINA VETERINARIA;UNIVERSIDAD DE CHILE;AGROPECUARIA;180;210;1;699;51.83;685.5;750.2;770.38;810.22;804.5;846.62;878.05;952
2025;11024;INGENIERÍA EN RECURSOS NATURALES RENOVABLES;UNIVERSIDAD DE CHILE;TECNOLOGÍA;70;100;1;507.5;99.48;456.5;541.5;599;667.25;659.5;727.88;801.4;895.5
2025;11026;CONTADOR AUDITOR;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;72;99;1;839.5;47.07;707.5;745.4;776.25;812.79;825.5;844.5;869.7;928.5
2025;11027;INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;143;206;1;769;40.13;731.5;774.5;801;829.22;828.25;853.25;882.75;929
2025;11028;PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;45;55;1;760;70.87;641.5;692;727.5;781.92;777.5;838;866.7;929
2025;11029;BIOLOGÍA CON MENCIÓN EN MEDIO AMBIENTE;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;35;40;1;839;65.15;665.5;698.35;738.62;791.82;797;840.25;862.25;916
2025;11030;BIOQUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;39;49;1;788;43.35;780.5;793;823.5;854.87;858.5;883.5;908.6;951.5
2025;11031;INGENIERÍA EN ALIMENTOS;UNIVERSIDAD DE CHILE;TECNOLOGÍA;39;49;1;668.5;67.79;586.5;646.5;681;724.86;723;770.5;804.9;923
2025;11032;LIC. EN CIENCIAS CON MENCIÓN EN BIOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;25;30;1;734;66.82;673.5;711.85;732.5;781.33;759.5;823.88;886.95;911.5
2025;11033;LIC. EN CIENCIAS CON MENCIÓN EN FÍSICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;25;30;1;868.5;39.38;763;791.55;817.5;845.6;854;868.5;891.15;920
2025;11034;LIC. EN CIENCIAS CON MENCIÓN EN MATEMÁTICAS;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;25;30;1;795;63.29;699;740.55;774.62;825.65;830.25;862.25;906.1;965.5
2025;11035;QUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;39;49;1;762.5;48.38;660.5;761;773.5;810.94;809;839.5;874.8;908.5
2025;11036;LIC. EN CIENCIAS CON MENCIÓN EN QUÍMICA;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;20;25;1;738;62.97;580.5;650.4;685;716.22;710.5;758;777.7;864
2025;11037;QUÍMICA Y FARMACIA;UNIVERSIDAD DE CHILE;SALUD;140;153;1;889;39.48;780.5;814.5;843;866.39;863;893.5;920;965.5
2025;11038;QUÍMICA AMBIENTAL;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;20;25;1;646.5;74.79;592.5;645.3;667;731.18;741;775;819.6;886
2025;11039;INGENIERÍA EN BIOTECNOLOGÍA MOLECULAR;UNIVERSIDAD DE CHILE;TECNOLOGÍA;35;40;1;765.5;42.28;765.5;839.15;862;887;891;915.62;929.4;961.5
2025;11040;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;130;149;1;682.5;59.15;618;670;703;743.39;735.5;775.5;816.8;924.5
2025;11042;INGENIERÍA COMERCIAL;UNIVERSIDAD DE CHILE;ADMINISTRACIÓN Y COMERCIO;400;500;1;795;36.3;753.5;829;849.5;875.48;876.5;900;924.05;973.5
2025;11045;INGENIERÍA Y CIENCIAS - PLAN COMÚN;UNIVERSIDAD DE CHILE;TECNOLOGÍA;710;782;1;855;33.7;773.5;847.5;873;893.82;893.5;916;938;989
2025;11055;DERECHO;UNIVERSIDAD DE CHILE;DERECHO;400;425;1;840.5;54.46;674.5;760.2;795;832.74;834;869;902.5;989
2025;11060;ANTROPOLOGÍA - ARQUEOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;100;105;1;620.5;66.22;620.5;689.2;721;767.22;761.5;807.5;856.2;939
2025;11061;FILOSOFÍA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;80;87;1;504.5;90.24;470.5;515.4;573;636.06;644;698;738;889
2025;11062;GEOGRAFÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;40;48;1;579.5;72.71;550.5;611.95;649.12;696.61;702.25;744.75;780.75;878.5
2025;11063;HISTORIA, LICENCIATURA EN;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;90;105;1;725;80.25;525.5;621.3;648.5;707.07;695.5;753.5;797.6;955.5
2025;11065;LINGÜÍSTICA Y LITERATURA INGLESAS, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;78;95;1;573;67.8;515;560.7;613.75;654.81;651.5;694;734.5;835
2025;11068;PERIODISMO;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;122;140;1;820.5;54.66;649.5;686.85;710.38;751.04;741.5;784;826.15;927
2025;11069;PSICOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;55;60;1;868.5;36.3;779;821.7;840.62;868.26;868.25;897.75;920;940
2025;11070;SOCIOLOGÍA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;100;120;1;739;74.83;561.5;634.4;674.62;725.55;725.5;769.25;822.1;920
2025;11072;LINGÜÍSTICA Y LITERATURA CON MENCIÓN, LICENCIATURA EN;UNIVERSIDAD DE CHILE;HUMANIDADES;100;120;1;583;80.47;477;591.1;636.38;686.31;685.5;726.12;781.8;910.5
2025;11078;BACHILLERATO, PROGRAMA ACADÉMICO DE;UNIVERSIDAD DE CHILE;CIENCIAS BÁSICAS;300;392;1;842.5;51.05;701.5;760;790.12;825.87;824;861.5;893.5;961.5
2025;11080;ENFERMERÍA;UNIVERSIDAD DE CHILE;SALUD;97;107;1;802.5;46.9;708.5;776.8;805;835.72;826.5;874.25;896.5;934
2025;11081;FONOAUDIOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;50;62;1;607.5;62.42;549.5;606.15;634.25;676.49;668;713;754;834
2025;11082;KINESIOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;42;50;1;777.5;45.12;710;760.75;777.5;810.26;803.5;835.62;869.65;911
2025;11083;MEDICINA;UNIVERSIDAD DE CHILE;SALUD;190;202;1;941.5;23.62;868.5;901.55;913.38;932.92;934;947.38;963.75;994
2025;11084;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD DE CHILE;SALUD;46;58;1;673;63.42;622;658.45;684;736;732.25;775.12;823.45;888.5
2025;11085;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE CHILE;SALUD;76;81;1;789;41.03;746.5;790.5;809;840.01;835;866;894.5;937.5
2025;11086;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE CHILE;SALUD;86;101;1;812;42.62;749.5;797;817.5;846.79;847;876;897;948
2025;11087;TERAPIA OCUPACIONAL;UNIVERSIDAD DE CHILE;SALUD;55;67;1;703.5;60.02;615.5;643.1;684.5;728.61;733;771.25;802.2;868.5
2025;11090;CINE Y TELEVISIÓN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;69;78;1;656.5;66.77;614.5;692.05;731.5;772.08;759.5;813.62;868.3;920
2025;11095;ODONTOLOGÍA;UNIVERSIDAD DE CHILE;SALUD;98;128;1;850;37.16;757.5;804.5;819.38;847.39;849.25;874.5;892.15;947.5
2025;11097;LICENCIADO/A EN ARTES CON MENCIÓN EN COMPOSICIÓN;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;20;9;0;629;86.45;593;615.8;629;697.72;703.5;746;796.4;858
2025;11508;DANZA;UNIVERSIDAD DE CHILE;ARTE Y ARQUITECTURA;25;25;1;649.5;101.28;466;590.1;618.5;689.56;670;748;839.1;869
2025;11520;TRABAJO SOCIAL;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;50;70;1;749.5;71.84;533.5;598.25;639.62;692.92;697;741.5;768.95;872.5
2025;11521;PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;40;46;1;554.5;91.84;514;563;611.88;681.63;687;731.88;796.5;934
2025;11522;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;UNIVERSIDAD DE CHILE;EDUCACIÓN;55;65;1;599.5;76.65;456.5;519.2;589;630.9;626;691.5;723.5;785.5
2025;11523;PEDAGOGÍA EN EDUCACIÓN BÁSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;30;40;1;625.5;74.45;589;631.35;660.5;719.28;715.25;762.75;801.2;925
2025;11524;INGENIERÍA EN SONIDO;UNIVERSIDAD DE CHILE;TECNOLOGÍA;24;27;1;776.5;44.54;776.5;802.2;839;864.83;872.5;897.5;911.8;955.5
2025;11525;ESTUDIOS INTERNACIONALES;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;35;42;1;866.5;46.63;775.5;782.6;805.12;838.17;831;865.75;901.8;955.5
2025;11526;CIENCIA POLÍTICA;UNIVERSIDAD DE CHILE;CIENCIAS SOCIALES;55;60;1;792;62.74;615;677.6;723.5;758.69;757;789.38;835.15;920
2025;11527;INGENIERÍA EN RECURSOS HÍDRICOS;UNIVERSIDAD DE CHILE;TECNOLOGÍA;40;44;1;523;104.14;470.5;536.5;589.62;665.73;653;746.75;788.1;911.5
2025;11528;PEDAGOGÍA EN EDUCACIÓN FÍSICA;UNIVERSIDAD DE CHILE;EDUCACIÓN;40;45;1;610;71.92;549.5;590.5;614;681.36;687.5;726;775.7;834
2025;11529;PEDAGOGÍA EN EDUCACIÓN ESPECIAL;UNIVERSIDAD DE CHILE;EDUCACIÓN;40;45;1;542.5;77.65;452.5;554.4;618.5;655.5;666.5;698.5;731.6;859.5
2025;12004;ARQUITECTURA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;136;151;1;816;39.35;770.5;827.5;848.5;875.89;875;904;929;976
2025;12005;ARTE;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;87;97;1;665.5;71.96;565;656.7;686;732.3;723;776;809.6;934
2025;12006;DISEÑO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;178;194;1;869;66.7;636.5;725.95;766.5;814.06;818.5;866.88;897.4;969
2025;12007;ACTUACIÓN;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;45;46;1;689;84.27;573;664.5;703.62;771.37;769.25;840.5;878.5;932
2025;12008;LETRAS HISPÁNICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;60;63;1;698.5;78.36;540.5;646.8;693;734.67;741;780.5;822.1;968
2025;12009;LETRAS INGLESAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;38;43;1;818.5;75.26;592.5;637.4;677.75;728.84;742;762;828.1;894
2025;12010;BIOQUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;44;1;900;30.46;833.5;849.75;866;891.18;894.5;920;927.75;939
2025;12011;BIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;60;73;1;763;56.1;726;767.6;793;838.49;838;873;909.1;961.5
2025;12012;BIOLOGÍA MARINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;30;40;1;744;52.56;711.5;748.5;773.88;814.36;814.5;850.62;867.35;928.5
2025;12013;AGRONOMÍA E INGENIERÍA FORESTAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;AGROPECUARIA;210;240;1;562.5;81.74;533.5;643.2;692.38;747.81;750.75;807;861.05;938
2025;12014;INGENIERÍA COMERCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ADMINISTRACIÓN Y COMERCIO;418;444;1;839.5;32.65;798;854.65;876.5;898.36;900;920;938;989
2025;12015;TEOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;10;12;1;499;151.23;486.5;494.95;526;645.42;623.75;691.62;905.45;925
2025;12017;PSICOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;125;135;1;857.5;41.13;740;821.1;857.5;880.48;884.5;909.75;929.3;965.5
2025;12018;TRABAJO SOCIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;70;90;1;635;81.69;466.5;563.45;605.75;667.91;668.25;723.5;776.55;859
2025;12019;SOCIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;76;91;1;647.5;84.16;543;625.5;655.25;722.83;704.5;784.75;830.5;959
2025;12021;DERECHO;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;DERECHO;325;339;1;891;47.63;723.5;814.4;846;876.83;885;911;934;977
2025;12022;ANTROPOLOGÍA- ARQUEOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;70;80;1;723.5;59.5;656.5;701.55;739.25;781.89;784.25;831.5;858.8;924.5
2025;12024;PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;150;166;1;660.5;86.25;486;596.25;644.12;699.96;691;756.12;805.75;940
2025;12025;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;80;94;1;682;81.77;499;582.25;655.12;696.93;692.5;756.75;790.7;925.5
2025;12026;COLLEGE ARTES Y HUMANIDADES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;60;71;1;732;57.48;664.5;710.5;732.25;777.67;775.5;813.5;849.5;904
2025;12027;COLLEGE CIENCIAS NATURALES Y MATEMÁTICAS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;400;462;1;767;36.81;767;824;846.62;870.81;872.5;897.5;920;1000
2025;12028;COLLEGE CIENCIAS SOCIALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;350;400;1;676;58.55;639.5;730.5;763.75;804.29;805;847.25;876.65;965
2025;12029;LICENCIATURA EN INTERPRETACIÓN MUSICAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;15;19;1;578;94.57;578;604.8;669.75;730.55;728;805.75;853;877.5
2025;12030;FILOSOFÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;HUMANIDADES;25;38;1;625.5;90.25;592.5;616.4;652.5;722.59;710.25;781.88;824.2;977
2025;12031;FÍSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;31;33;1;879.5;33.18;829;849.1;879.5;896.27;893.5;915.5;941.6;955.5
2025;12032;ASTRONOMÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;28;31;1;918.5;34.82;842;865;879.5;904.77;904;929.5;946.5;965.5
2025;12033;MEDICINA VETERINARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;AGROPECUARIA;110;127;1;749.5;47.04;749.5;795;811.5;849.89;849.5;881;915.2;979.5
2025;12034;GEOGRAFÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;50;60;1;723.5;82.86;505;618.15;670;718;712.5;770;840;876.5
2025;12035;HISTORIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;60;72;1;618.5;86.67;594.5;628.5;681.5;751.11;748.25;802;865.8;959
2025;12037;CIENCIA POLÍTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;35;38;1;759;55.58;728;787.05;826.75;863.04;863;902;930.15;952
2025;12038;CONSTRUCCIÓN CIVIL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;205;245;1;615;70.39;568.5;645.5;687;737.81;736.5;784;831.2;942.5
2025;12039;INGENIERÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;650;675;1;882.5;29.15;815.5;882.5;897.5;918.29;920;938;955.5;989
2025;12041;PEDAGOGÍA EN EDUCACIÓN MEDIA EN CIENCIAS NATURALES Y BIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;25;31;1;699;66.75;639.5;690.5;717.25;767.35;763;810.25;858;920
2025;12042;PEDAGOGÍA EN EDUCACIÓN MEDIA EN QUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;20;39;1;579.5;90.21;533.5;575.1;612;682.73;674.5;746.25;808.4;886
2025;12043;PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;40;43;1;841.5;52.4;746;768.3;809.75;847.71;848;894;914.6;955.5
2025;12044;PEDAGOGÍA EN EDUCACIÓN MEDIA EN FÍSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;10;13;1;648;92.31;646;660.7;717;792.62;786;885;896.8;904
2025;12046;PERIODISMO - DIRECCIÓN AUDIOVISUAL - PUBLICIDAD;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;125;139;1;851.5;58.29;698.5;733.3;767.25;810.64;807.5;853;902;961.5
2025;12049;ESTADÍSTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;50;1;721;49.21;711;758.5;810.38;828.25;828;849.12;887.8;946.5
2025;12050;PEDAGOGÍA EN EDUCACIÓN FÍSICA Y SALUD PARA EDUCACIÓN BÁSICA Y MEDIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;60;66;1;784.5;73.04;582;627.25;661;710.23;694;745;827.75;893.5
2025;12051;MATEMÁTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;40;51;1;797.5;41.4;776.5;801;829.5;860.67;861;893.5;907.5;956
2025;12052;TERAPIA OCUPACIONAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;75;88;1;702;67.08;632.5;698.4;729.62;780.49;778;820.38;862.55;959
2025;12054;QUÍMICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;35;40;1;822.5;43.36;760;811.1;828.12;856.61;853.25;887;906.1;963
2025;12055;QUÍMICA Y FARMACIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;70;78;1;888.5;28.98;829;850;868.62;889.4;888.5;910.75;925.7;961.5
2025;12056;ODONTOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;60;83;1;818;33.14;771.5;814.8;833.5;856.77;856;882.75;895.1;941.5
2025;12057;ENFERMERÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;120;150;1;825.5;39.47;759;804.35;823;852.36;855.75;880.5;904.5;938
2025;12058;MEDICINA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;82;82;1;965.5;21.33;874.5;920.5;934.12;948.21;946.5;963.38;977;989
2025;12059;LICENCIATURA EN MÚSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;ARTE Y ARQUITECTURA;25;25;1;540.5;122.47;540.5;554.8;661;738.7;752.5;806.5;900.7;955.5
2025;12060;NUTRICIÓN Y DIETÉTICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;58;76;1;751.5;68.51;615;693.5;727.38;773.66;759.5;817.12;868.75;916
2025;12061;KINESIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;75;94;1;720;49.28;698.5;759;782.12;817;817;851.88;885.85;911.5
2025;12062;FONOAUDIOLOGÍA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;SALUD;58;70;1;671;73.13;588.5;635.6;661.38;718.44;708.5;775.5;802.35;912.5
2025;12070;PEDAGOGÍA EN INGLÉS PARA EDUCACIÓN BÁSICA Y MEDIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;50;53;1;629;77.98;629;697;717.5;781;761.5;835.5;888.6;979.5
2025;12071;ADMINISTRACIÓN PÚBLICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS SOCIALES;70;88;1;725;52.43;653;715.8;748.5;782.44;788.75;815;848.55;904
2025;12088;PEDAGOGÍA EN EDUCACIÓN ESPECIAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;40;42;1;613;84;586;646.15;687.38;737.43;717.75;798;861.6;941
2025;12089;LICENCIATURA EN INGENIERÍA EN CIENCIA DE DATOS;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;CIENCIAS BÁSICAS;80;98;1;797.5;45.39;744.5;793;818;850.83;853.25;885.5;908.7;951.5
2025;12096;PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;35;39;1;530.5;88.93;502.5;509.2;526.5;600.09;581;645.75;732.1;822.5
2025;12097;PEDAGOGÍA EN EDUCACIÓN PARVULARIA;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;EDUCACIÓN;35;39;1;530;58.72;502;512;527.25;566.78;549.5;580.75;643.8;762.5
2025;12100;LICENCIATURA EN INGENIERÍA EN CIENCIA DE LA COMPUTACIÓN;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;100;112;1;946.5;48.85;755.5;805.85;833.12;870.52;874.5;904;937.9;973
2025;12101;INGENIERÍA EN RECURSOS NATURALES;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;TECNOLOGÍA;85;98;1;795.5;73.4;578.5;690.5;729.25;778.23;773;833.88;873.15;934
2025;13001;LICENCIATURA EN QUIMICA - QUIMICO;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;25;30;1;820.5;79.93;569;644.6;671.12;725.53;711.25;782.62;836.2;907
2025;13002;LICENCIATURA EN MATEMATICA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;20;14;0;528;127.06;528;589.5;661.5;742.32;735.25;855.12;898.9;934
2025;13003;INGENIERIA CIVIL MATEMATICA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;40;1;767.5;58.18;711.5;749.8;779;821.09;822.5;862.75;898.2;938
2025;13004;QUIMICO ANALISTA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;47;1;692.5;50.19;606.5;622.5;661.5;693.23;690.5;724.75;755.9;814.5
2025;13006;AGRONOMIA (CHILLAN);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;70;88;1;585.5;91.57;461;515.05;553.12;626.04;613.75;679;736.1;893.5
2025;13007;MEDICINA VETERINARIA (CHILLAN);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;85;102;1;812;66.04;589.5;654.55;697.5;741.3;738.75;783.88;825.5;893.5
2025;13008;INGENIERIA FORESTAL;UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;30;25;0;521.5;73.28;482;519.4;536;593.04;567.5;659.5;675.7;768
2025;13009;INGENIERIA CIVIL AGRICOLA (CHILLAN);UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;35;42;1;595.5;90.27;504;568.1;588.38;662.86;657.5;728.38;781.4;868.5
2025;13011;MEDICINA VETERINARIA (CONCEPCION);UNIVERSIDAD DE CONCEPCION;AGROPECUARIA;80;95;1;726;60.64;670;711.5;737.25;784.98;781;820;871.2;929
2025;13012;BIOINGENIERIA;UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;45;60;1;737.5;72.15;608.5;655.45;717.38;751.82;746.75;791.25;848.75;920
2025;13013;BIOLOGIA MARINA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;30;45;1;769;70.66;602;685.4;722;769.4;770;805.5;869.2;918.5
2025;13014;BIOLOGIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;60;78;1;734.5;83.77;549;610;645.38;709.65;712;759.88;811.7;924.5
2025;13015;GEOLOGIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS BÁSICAS;35;42;1;812;45.68;766.5;812.25;829.62;860.18;851.75;899.5;915.95;973
2025;13016;INGENIERIA EN BIOTECNOLOGIA MARINA Y ACUICULTURA;UNIVERSIDAD DE CONCEPCION;TECNOLOGÍA;20;27;1;530;74.87;494.5;532.1;559.25;618.57;608;666.5;706.5;801
2025;13018;GEOGRAFIA;UNIVERSIDAD DE CONCEPCION;CIENCIAS SOCIALES;55;38;0;523;80.17;494.5;548.45;565.12;630.72;616.25;686.38;725.5;814
